pdb_id,chain,curvature_mean,twist_mean,twist_hand_mean,pitch_mean,pitch_hand_mean,tmscore_mean,yaw_mean,curvature_std,twist_std,twist_hand_std,pitch_std,pitch_hand_std,tmscore_std,yaw_std,classification
6MZE,E,0.045,0.562,0,0.088,0,0.565,0.318,0.002,0.197,1,0.05,1,0.078,0.08,3.3
1O8E,A,0.046,0.121,-1,0.034,-0.5,0.392,0.069,0.084,0.063,0,0.028,0.866,0.106,0.095,3.1
2Z6B,A,0.046,0.317,-1,0.012,-0.2,0.664,0.051,0.025,0.163,0,0.01,0.98,0.156,0.028,3.1
5GAI,0,0.046,0.148,-0.833,0.059,-0.167,0.315,0.068,0.053,0.075,0.553,0.044,0.986,0.065,0.058,3.1
2OI5,A,0.047,0.071,0.778,0.017,0.111,0.422,0.045,0.043,0.041,0.629,0.014,0.994,0.089,0.034,3.1.2.1
6RIA,W,0.047,0.067,-1,0.018,0.5,0.448,0.048,0.001,0.02,0,0.013,0.866,0.063,0.025,3.1
3ULT,B,0.048,0.013,0.143,0.007,0.143,0.786,0.046,0.006,0.007,0.99,0.006,0.99,0.093,0.01,3.1
5NZU,A,0.048,0.348,0.333,0.206,0,0.318,0.198,0.014,0.213,0.943,0.155,1,0.075,0.206,4.4.1
6T4D,A,0.048,0.289,-1,0.063,0.5,0.685,0.03,0.017,0.027,0,0.039,0.866,0.164,0.021,3.4.2
4EA7,A,0.049,0.045,1,0.011,0.2,0.589,0.053,0.001,0.016,0,0.004,0.98,0.153,0.011,3.1
6C72,C,0.049,0.084,-1,0.028,-0.143,0.452,0.045,0.01,0.031,0,0.044,0.99,0.077,0.039,3.1
6N2C,A,0.049,0.057,-0.8,0.022,0.2,0.387,0.046,0.014,0.041,0.6,0.019,0.98,0.089,0.018,3.1
1HV9,B,0.05,0.08,1,0.019,0.111,0.484,0.053,0.108,0.041,0,0.018,0.994,0.146,0.101,3.1.2.1
3SLA,D,0.05,0.821,1,0.128,0,0.705,0.11,0.016,0.264,0,0.073,1,0.069,0.03,3.3.3.1
5FOA,F,0.05,2.569,0,0.135,-1,0.691,0.034,0.001,0.541,1,0.032,0,0.117,0.021,5.2.1.1
5DEM,B,0.051,0.039,0.75,0.017,0.25,0.561,0.055,0.019,0.025,0.661,0.009,0.968,0.09,0.03,3.1
7JW4,A,0.051,0.078,-1,0.016,0.6,0.482,0.06,0.041,0.026,0,0.016,0.8,0.085,0.043,3.1
2UVF,B,0.052,0.109,-1,0.032,-0.4,0.457,0.071,0.068,0.088,0,0.031,0.917,0.1,0.062,3.1
2OF3,A,0.053,0.608,0.2,0.205,-0.2,0.57,0.223,0.004,0.347,0.98,0.15,0.98,0.092,0.307,3.3
2RIJ,A,0.053,0.558,1,0.094,-0.5,0.328,0.129,0.009,0.889,0,0.082,0.866,0.079,0.172,3.1.2.1
2N3D,A,0.054,0.257,-1,0.013,1,0.639,0.045,0.002,0.019,0,0.012,0,0.049,0.016,3.1
3EHQ,A,0.054,0.925,-1,0.062,0.333,0.602,0.531,0.015,1.149,0,0.051,0.943,0.259,0.323,3.3.1.1
3JCU,O,0.054,1.545,0.333,0.853,-0.333,0.353,2.445,0.034,0.228,0.943,0.118,0.943,0.049,0.409,4.2
3LYC,N,0.055,0.031,0,0.004,-0.333,0.512,0.051,0.017,0.029,1,0.004,0.943,0.071,0.02,3.1
4BXQ,A,0.055,0.723,-1,0.094,-0.25,0.572,0.14,0.026,0.338,0,0.07,0.968,0.109,0.132,3.4.2.2
2VBM,A,0.056,0.096,-1,0.015,0.091,0.45,0.065,0.043,0.081,0,0.011,0.996,0.089,0.042,3.1
6RIA,E,0.056,0.071,-1,0.012,0.5,0.454,0.052,0.002,0.027,0,0.01,0.866,0.076,0.027,3.1
7DMP,a,0.056,0.354,-1,0.057,0.143,0.466,0.041,0.004,0.138,0,0.044,0.99,0.141,0.034,
3DHO,B,0.057,2.129,0.333,0.101,-0.333,0.351,0.185,0.006,0.146,0.943,0.054,0.943,0.064,0.101,3.1.2.1
4FDW,A,0.057,0.044,1,0.064,0.2,0.444,0.031,0.038,0.027,0,0.041,0.98,0.11,0.019,3.2.1.1
5FO9,F,0.057,2.365,1,0.103,0,0.616,0.175,0.001,0.4,0,0.023,1,0.069,0.026,5.2.1.1
6WKN,A,0.057,0.152,-1,0.047,0.333,0.557,0.216,0.004,0.097,0,0.009,0.943,0.027,0.013,3.3
6WKN,C,0.057,0.152,-1,0.047,0.333,0.557,0.216,0.004,0.097,0,0.009,0.943,0.027,0.013,3.3
6WKN,D,0.057,0.152,-1,0.047,0.333,0.557,0.216,0.004,0.097,0,0.009,0.943,0.027,0.014,3.3
7JR9,E,0.057,0.312,-1,0.093,-0.667,0.606,0.064,0.01,0.09,0,0.016,0.745,0.129,0.035,3.4
3VSU,A,0.058,0.322,-1,0.034,-0.333,0.425,0.085,0.044,0.446,0,0.033,0.943,0.127,0.08,3.1
4YO5,B,0.058,0.423,1,0.444,1,0.504,0.283,0,0.351,0,0.109,0,0.07,0.237,3.3
5YAY,A,0.058,0.112,-1,0.081,-0.2,0.597,0.097,0.007,0.081,0,0.078,0.98,0.124,0.061,3.3
6WKN,B,0.058,0.152,-1,0.047,0.333,0.557,0.217,0.004,0.097,0,0.009,0.943,0.027,0.014,3.3
1OOC,A,0.06,0.363,-1,0.046,-0.143,0.31,0.074,0.05,0.155,0,0.044,0.99,0.08,0.052,3.1
2PYH,A,0.06,0.204,-1,0.018,0,0.539,0.074,0.065,0.3,0,0.017,1,0.13,0.052,3.1
2VXG,B,0.06,0.531,1,0.213,0,0.502,0.4,0.006,0.146,0,0.052,1,0.051,0.048,3.3
4LZF,A,0.06,0.704,-1,0.076,-0.714,0.552,0.038,0.055,0.532,0,0.067,0.7,0.064,0.039,3.4.2.2
6JMT,A,0.06,0.108,-1,0.294,1,0.642,0.028,0.004,0.016,0,0.001,0,0.079,0.008,3.3
1LLW,A,0.061,0.228,-1,0.061,0.333,0.374,0.075,0.113,0.127,0,0.089,0.943,0.062,0.117,4.1
2IWV,C,0.061,0.383,-0.667,0.202,-0.333,0.541,0.671,0.034,0.192,0.745,0.185,0.943,0.072,0.235,4.2.1.1
3VSV,A,0.061,0.246,-0.778,0.058,-0.778,0.458,0.072,0.043,0.362,0.629,0.055,0.629,0.145,0.035,3.1
4O4X,A,0.061,0.226,-1,0.079,-1,0.346,1.244,0.062,0.025,0,0.085,0,0.071,0.324,4.2
5JOV,A,0.062,2.215,1,0.205,-1,0.291,2.552,0.02,0.244,0,0.083,0,0.013,0.201,
2X3H,A,0.064,0.074,-0.8,0.021,0.6,0.471,0.081,0.117,0.03,0.6,0.012,0.8,0.118,0.115,3.1
2X6I,B,0.064,0.248,0.333,0.305,-1,0.382,0.184,0.008,0.205,0.943,0.126,0,0.068,0.166,3.3
4UTS,A,0.065,2.009,-0.333,0.558,1,0.35,1.039,0.034,0.757,0.943,0.516,0,0.052,0.409,4.2
6CAJ,A,0.065,0.071,1,0.039,0.6,0.478,0.065,0.003,0.036,0,0.04,0.8,0.079,0.038,3.2
6NQP,A,0.065,1.534,-0.333,0.399,-0.333,0.336,1.662,0.058,1.168,0.943,0.531,0.943,0.05,0.733,4.2
6RIA,L,0.065,0.07,-1,0.01,0,0.462,0.076,0.001,0.023,0,0.007,1,0.078,0.02,3.1
1GM6,A,0.066,0.72,0,0.22,1,0.339,1.684,0.057,0.477,1,0.104,0,0.062,0.194,4.2.1.2
2CAM,B,0.066,0.861,-0.333,0.411,-0.333,0.402,0.553,0.023,0.281,0.943,0.261,0.943,0.049,0.667,4.2
2VZX,A,0.066,1.467,-0.2,0.394,-0.6,0.31,2.103,0.03,1.09,0.98,0.262,0.8,0.034,0.749,4.2
2XTW,A,0.066,0.067,-1,0.043,-0.25,0.406,0.102,0.018,0.047,0,0.064,0.968,0.106,0.09,3.1.1.1
5DZV,A,0.066,2.612,-1,0.177,0,0.745,0.054,0.005,0.103,0,0.083,1,0.061,0.029,5.4
5TU9,A,0.066,0.034,1,0.222,0,0.548,0.147,0,0.033,0,0.082,1,0.139,0.019,5.2.2.2
6IYB,B,0.066,0.073,-1,0.114,-1,0.645,0.144,0.007,0.035,0,0.041,0,0.163,0.127,3.3
2IQ7,D,0.067,0.334,-0.778,0.021,0.556,0.311,0.099,0.091,0.564,0.629,0.013,0.831,0.075,0.073,3.1
2ML1,A,0.067,0.909,-0.333,0.022,-0.333,0.435,0.058,0.009,1.185,0.943,0.011,0.943,0.173,0.005,3.1
2NTB,A,0.067,0.154,-0.75,0.048,-0.25,0.322,0.051,0.091,0.08,0.661,0.051,0.968,0.073,0.06,3.1
4LD1,A,0.067,0.345,-1,0.072,-0.143,0.474,0.085,0.011,0.077,0,0.034,0.99,0.106,0.071,3.4.2.2
6T6Q,AAA,0.067,0.256,-1,0.054,0.5,0.665,0.031,0.015,0.037,0,0.046,0.866,0.13,0.018,3.4.2.2
7KR9,A,0.067,0.295,0.5,0.055,-0.5,0.505,0.113,0.108,0.705,0.866,0.119,0.866,0.142,0.172,
2O6W,A,0.068,0.698,-1,0.05,-0.6,0.53,0.079,0.022,0.786,0,0.049,0.8,0.142,0.024,3.1.1.1
3BSS,A,0.068,0.055,1,0.013,0.6,0.475,0.057,0.021,0.013,0,0.009,0.8,0.211,0.029,3.1.2.1
3TV0,B,0.068,0.024,1,0.022,-0.5,0.399,0.088,0.026,0.008,0,0.024,0.866,0.084,0.051,3.1.2.1
3WOZ,B,0.068,0.574,0.6,0.109,0.2,0.541,0.334,0.004,0.38,0.8,0.097,0.98,0.127,0.117,3.3
3WP8,A,0.068,0.054,1,0.015,-0.143,0.551,0.056,0.017,0.016,0,0.018,0.99,0.12,0.029,4.1
4OJ5,A,0.068,0.175,-1,0.119,0.5,0.267,0.169,0.005,0.074,0,0.119,0.866,0.06,0.052,3.1
4RU5,C,0.068,0.111,-0.636,0.035,-0.455,0.416,0.107,0.094,0.073,0.771,0.047,0.891,0.106,0.105,3.1
7MQS,F,0.068,0.198,1,0.066,-0.5,0.321,0.039,0.008,0.178,0,0.062,0.866,0.093,0.033,3.2
1B89,A,0.069,0.304,0.333,0.184,0.111,0.452,0.335,0.058,0.224,0.943,0.165,0.994,0.057,0.195,3.3
3A0B,O,0.069,0.881,0.333,0.981,1,0.371,1.275,0.047,0.568,0.943,0.235,0,0.055,1.095,4.2
6UV7,A,0.069,0.02,-1,0.006,-1,0.576,0.067,0.001,0.007,0,0.005,0,0.057,0.012,3.1.1.1
3LYC,J,0.071,0.019,-0.429,0.017,0.429,0.403,0.077,0.052,0.019,0.904,0.013,0.904,0.096,0.043,3.1
4MR0,A,0.071,0.359,-0.818,0.107,0.091,0.49,0.142,0.056,0.642,0.575,0.249,0.996,0.14,0.219,3.1
3NZ2,L,0.072,0.077,1,0.009,-1,0.542,0.087,0.003,0.022,0,0.002,0,0.169,0.025,3.1.2.1
6RIB,E,0.072,0.079,-1,0.007,0.6,0.434,0.066,0.001,0.011,0,0.004,0.8,0.083,0.016,3.1
1IDJ,A,0.073,0.186,-1,0.013,-0.333,0.474,0.042,0.052,0.131,0,0.004,0.943,0.077,0.028,3.1
2QZA,B,0.073,0.043,-1,0.039,0.5,0.37,0.081,0.01,0.008,0,0.023,0.866,0.101,0.047,3.1
3NZ2,K,0.073,0.079,1,0.004,-1,0.541,0.091,0.003,0.02,0,0.002,0,0.17,0.017,3.1.2.1
3NZ2,E,0.073,0.064,1,0.006,-1,0.55,0.089,0.003,0.023,0,0.004,0,0.172,0.026,3.1.2.1
3SLA,C,0.073,0.793,1,0.157,0,0.716,0.058,0.023,0.255,0,0.007,1,0.038,0.002,3.3.3.1
4XLE,A,0.073,0.177,-0.833,0.056,0,0.41,0.079,0.09,0.174,0.553,0.047,1,0.112,0.07,3.1
6RIB,L,0.073,0.079,-1,0.007,0.6,0.434,0.068,0.001,0.011,0,0.004,0.8,0.083,0.016,3.1
6RIB,T,0.073,0.079,-1,0.007,0.6,0.434,0.067,0.001,0.01,0,0.004,0.8,0.083,0.016,3.1
7T37,A,0.073,0.137,-0.333,0.052,0.333,0.557,0.248,0.006,0.082,0.943,0.037,0.943,0.024,0.026,3.3
3VP8,C,0.074,0.669,-1,0.026,1,0.706,0.116,0.001,0.23,0,0.006,0,0.018,0.015,2.2
6RIB,A,0.074,0.079,-1,0.007,0.6,0.434,0.068,0.001,0.011,0,0.004,0.8,0.083,0.016,3.1
6RIB,Q,0.074,0.079,-1,0.007,0.6,0.434,0.068,0.001,0.011,0,0.004,0.8,0.083,0.016,3.1
4Q1Q,A,0.075,0.182,-1,0.025,0.385,0.673,0.055,0.071,0.018,0,0.013,0.923,0.138,0.062,3.1
6AG8,C,0.075,1.4,0.333,0.048,1,0.459,0.059,0.009,0.968,0.943,0.051,0,0.155,0.031,3.1.2.1
6T4R,AAA,0.075,0.303,-1,0.056,0.5,0.738,0.043,0.004,0.062,0,0.038,0.866,0.134,0.059,3.4.2
1VBL,A,0.076,0.202,-1,0.031,0.5,0.373,0.066,0.009,0.146,0,0.026,0.866,0.102,0.03,3.1
2IQ7,C,0.076,0.073,-1,0.02,-0.556,0.439,0.081,0.058,0.032,0,0.016,0.831,0.075,0.065,3.1
3NZ2,J,0.076,0.065,1,0.017,-1,0.54,0.08,0.003,0.026,0,0.01,0,0.161,0.018,3.1.2.1
4BXP,A,0.076,0.553,-1,0.145,-0.5,0.549,0.077,0.025,0.208,0,0.078,0.866,0.054,0.035,3.4.2.2
1OGM,X,0.078,0.223,-0.8,0.058,0,0.321,0.412,0.111,0.27,0.6,0.059,1,0.097,0.853,3.1
1QRB,A,0.078,0.216,-1,0.037,0.167,0.333,0.098,0.053,0.17,0,0.038,0.986,0.12,0.057,3.1
1LF8,B,0.079,0.413,0,0.099,0,0.607,0.196,0.005,0.326,1,0.092,1,0.049,0.043,3.3
3LYC,A,0.079,0.051,-0.429,0.016,-0.143,0.407,0.085,0.03,0.046,0.904,0.016,0.99,0.058,0.045,3.1
4FHJ,A,0.079,0.374,0,0.191,0,0.434,0.182,0.004,0.364,1,0.117,1,0.083,0.093,3.3
4KZC,A,0.079,0.672,0,0.408,-0.5,0.435,0.329,0.004,0.847,1,0.282,0.866,0.093,0.173,3.3
5AWG,E,0.079,0.068,-1,0.024,0.143,0.526,0.08,0.029,0.027,0,0.028,0.99,0.109,0.031,3.1
7EZZ,A,0.079,0.351,0.2,0.212,-0.2,0.399,0.572,0.034,0.245,0.98,0.268,0.98,0.06,0.307,4.2
1EZG,A,0.08,0.02,1,0.032,-0.6,0.7,0.023,0.033,0.016,0,0.023,0.8,0.179,0.022,3.1
1QRL,A,0.08,0.925,-0.5,0.227,1,0.425,0.222,0.026,0.88,0.866,0.282,0,0.097,0.246,3.1.2.1
1T3D,C,0.08,0.066,1,0.006,0,0.403,0.06,0.001,0.031,0,0.005,1,0.215,0.054,3.1.2.1
6CKT,A,0.08,0.038,1,0.017,-0.2,0.584,0.073,0.003,0.013,0,0.012,0.98,0.06,0.009,3.1
6E6B,B,0.08,2.562,-1,0.143,-0.2,0.785,0.084,0.004,0.174,0,0.091,0.98,0.074,0.036,5.5
7T37,B,0.08,0.137,-0.333,0.05,0.333,0.558,0.255,0.007,0.083,0.943,0.035,0.943,0.024,0.025,3.3
3VMV,A,0.081,0.079,-1,0.02,0.714,0.465,0.088,0.031,0.028,0,0.014,0.7,0.085,0.031,3.1
1XG2,A,0.082,0.184,-1,0.067,-0.143,0.373,0.144,0.057,0.113,0,0.074,0.99,0.068,0.076,3.1
2W7Z,A,0.082,0.497,-0.429,0.059,-0.143,0.384,0.077,0.054,0.693,0.904,0.065,0.99,0.164,0.074,3.1.1.1
3T8M,A,0.082,0.534,-0.5,0.434,0,0.449,0.307,0.004,0.609,0.866,0.309,1,0.084,0.15,3.3
3VP8,A,0.083,2.405,0,0.063,1,0.651,0.057,0.001,0.241,1,0.028,0,0.022,0.005,2.2
7B05,A,0.084,0.202,-1,0.061,-1,0.558,0.219,0.003,0.048,0,0.028,0,0.02,0.02,3.3
2P2O,D,0.085,1.089,0,0.055,-1,0.427,0.138,0.026,0.871,1,0.013,0,0.174,0.031,3.1.2.1
3FSX,A,0.085,0.046,1,0.017,1,0.445,0.063,0.006,0.027,0,0.011,0,0.042,0.014,3.2
3NTN,C,0.085,0.095,0.714,0.043,0.714,0.452,0.094,0.181,0.061,0.7,0.037,0.7,0.184,0.118,3.1
3SL9,B,0.085,0.512,1,0.045,0,0.769,0.044,0.003,0.007,0,0.04,1,0.003,0.01,3.3.3.1
1PXZ,A,0.086,0.214,-1,0.095,-0.556,0.37,0.102,0.054,0.163,0,0.116,0.831,0.164,0.099,3.1
4G3S,A,0.086,0.036,1,0.01,-0.333,0.482,0.081,0.064,0.017,0,0.009,0.943,0.061,0.05,3.1.2.1
4U49,A,0.086,0.144,-1,0.077,-0.333,0.347,0.117,0.049,0.094,0,0.112,0.943,0.044,0.09,3.1
1TDT,B,0.087,0.039,1,0.005,0.5,0.666,0.1,0.002,0.015,0,0.004,0.866,0.054,0.016,3.1.2.1
3TIO,C,0.087,0.046,1,0.011,0.333,0.485,0.086,0.049,0.03,0,0.008,0.943,0.133,0.04,3.1.2.1
5ODS,A,0.087,0.552,0.143,0.101,0.143,0.438,0.274,0.169,0.776,0.99,0.04,0.99,0.073,0.162,4.4
7JRJ,F,0.087,0.297,-1,0.077,0.6,0.619,0.03,0.002,0.04,0,0.074,0.8,0.113,0.019,3.4
7T37,C,0.087,0.143,-0.333,0.048,0.333,0.558,0.258,0.007,0.085,0.943,0.038,0.943,0.024,0.025,3.3
3ECT,A,0.088,0.068,1,0.02,1,0.513,0.082,0.002,0.037,0,0.017,0,0.121,0.015,3.1.2.1
5B04,F,0.088,0.036,0.6,0.028,0.2,0.39,0.135,0.007,0.025,0.8,0.018,0.98,0.101,0.077,3.1
7LR0,B,0.088,0.171,-0.6,0.143,1,0.5,0.182,0.009,0.113,0.8,0.062,0,0.09,0.034,3.3
7RXE,A,0.088,0.258,-1,0.05,0.5,0.57,0.019,0.007,0.087,0,0.027,0.866,0.09,0.015,3.4
1QQ1,A,0.089,0.358,-1,0.065,-0.167,0.291,0.088,0.095,0.485,0,0.089,0.986,0.096,0.073,3.1
2P2O,A,0.089,2.087,0,0.109,1,0.497,0.12,0.009,0.087,1,0.097,0,0.002,0.086,3.1.2.1
3EG4,A,0.089,2.142,1,0.351,-0.333,0.402,0.178,0.018,0.019,0,0.167,0.943,0.214,0.034,3.1.2.1
3NZ2,B,0.089,1.17,1,0.087,0,0.421,0.117,0.028,1.131,0,0.065,1,0.052,0.026,3.1.2.1
3VSU,B,0.089,0.239,-0.778,0.058,-0.556,0.475,0.124,0.054,0.354,0.629,0.095,0.831,0.116,0.059,3.1
3W12,E,0.089,0.018,-0.333,0.008,-0.333,0.473,0.125,0.003,0.009,0.943,0.003,0.943,0.056,0.03,3.2
4BXR,B,0.089,0.479,-1,0.076,-0.556,0.503,0.047,0.042,0.145,0,0.075,0.831,0.097,0.034,3.4.2.2
5AWG,A,0.089,0.07,-1,0.012,-0.143,0.569,0.095,0.019,0.037,0,0.016,0.99,0.121,0.024,3.1
1M6B,B,0.09,1.778,1,0.665,-0.5,0.298,1.805,0.006,0.314,0,0.368,0.866,0.061,0.776,3.2
7LR0,A,0.09,0.267,-0.6,0.055,0.2,0.498,0.117,0.012,0.244,0.8,0.032,0.98,0.1,0.094,3.3
2VHE,B,0.091,0.067,1,0.009,0,0.61,0.086,0.006,0.034,0,0.005,1,0.176,0.01,3.1.2.1
3HSM,A,0.091,0.166,0,0.301,1,0.53,1.927,0.06,0.044,1,0.016,0,0.003,0.159,4.3.2
4AC9,A,0.091,1.263,0,0.406,-1,0.232,0.137,0.066,0.325,1,0.272,0,0.074,0.072,4.2
4F1S,A,0.091,0.555,-0.5,0.383,0,0.444,0.271,0.004,0.561,0.866,0.319,1,0.08,0.149,3.3
4U49,B,0.091,0.108,-1,0.099,0,0.382,0.158,0.023,0.099,0,0.134,1,0.074,0.14,3.1
4YCE,A,0.091,0.953,-1,0.358,-1,0.197,1.461,0.09,0.669,0,0.014,0,0.017,0.824,4.2.1.2
1G7N,A,0.092,1.151,0.333,0.579,1,0.243,1.595,0.018,1.197,0.943,0.446,0,0.035,0.635,4.2.1.2
1ISX,A,0.092,1.467,-0.2,0.583,-0.2,0.5,2.154,0.044,0.981,0.98,0.288,0.98,0.221,0.487,4.3.2
2IQ7,A,0.092,0.103,-1,0.023,0.111,0.405,0.102,0.064,0.082,0,0.023,0.994,0.105,0.054,3.1
3BSY,B,0.092,0.062,1,0.011,0,0.637,0.082,0.006,0.024,0,0.014,1,0.175,0.016,3.1.2.1
3WPR,B,0.092,1.642,-1,0.045,-1,0.727,0.058,0.002,0.924,0,0.005,0,0.059,0.008,2.2
6EYK,A,0.093,2.025,1,0.09,0,0.656,0.055,0.007,0.036,0,0.019,1,0.124,0.034,5.2
6I7T,G,0.093,0.048,1,0.022,-0.6,0.415,0.086,0.004,0.014,0,0.014,0.8,0.077,0.029,3.1
1PCL,A,0.094,0.357,-1,0.063,-0.2,0.35,0.16,0.038,0.492,0,0.052,0.98,0.089,0.075,
3LYC,E,0.094,0.512,-0.143,0.064,0.429,0.383,0.108,0.068,0.83,0.99,0.082,0.904,0.166,0.046,3.1
3LYC,M,0.094,0.045,-0.714,0.015,0.143,0.448,0.103,0.059,0.027,0.7,0.009,0.99,0.076,0.058,3.1
3VSU,C,0.094,0.111,-0.778,0.057,-0.111,0.445,0.091,0.074,0.062,0.629,0.058,0.994,0.126,0.06,3.1
4KZ0,A,0.094,0.377,0,0.214,0,0.439,0.191,0.004,0.374,1,0.097,1,0.083,0.115,3.3
5O32,C,0.094,1.883,0.6,0.377,1,0.64,0.4,0.022,0.998,0.8,0.304,0,0.066,0.312,5.2.1.1
6C13,A,0.094,2.226,-1,0.151,-0.333,0.763,0.206,0.006,0.253,0,0.034,0.943,0.006,0.111,5.5
6RIB,U,0.094,0.079,-1,0.007,0.6,0.434,0.088,0.003,0.011,0,0.002,0.8,0.083,0.016,3.1
2BMZ,B,0.095,0.435,0,0.062,-1,0.595,2.029,0.074,0.105,1,0.058,0,0.041,0.082,4.8
1KGT,A,0.096,0.027,0.6,0.009,0.2,0.58,0.117,0.003,0.015,0.8,0.005,0.98,0.04,0.022,3.1.2.1
1S78,A,0.096,0.026,-0.333,0.004,0.333,0.423,0.051,0.022,0.016,0.943,0.001,0.943,0.078,0.031,3.2
4FJZ,A,0.096,0.511,-0.5,0.423,0,0.441,0.299,0.004,0.585,0.866,0.311,1,0.077,0.111,3.3
5AWF,F,0.096,0.502,-0.714,0.057,-0.429,0.571,0.108,0.039,1.049,0.7,0.068,0.904,0.124,0.036,3.1
5AWG,F,0.096,0.406,-0.714,0.111,-0.429,0.55,0.465,0.055,0.719,0.7,0.155,0.904,0.162,0.905,3.1
6BO8,A,0.096,0.215,-1,0.181,1,0.507,0.068,0.004,0.204,0,0.125,0,0.088,0.073,3.3
3P4G,B,0.097,0.044,-1,0.012,-0.333,0.695,0.098,0.064,0.017,0,0.013,0.943,0.131,0.061,3.1
1H80,B,0.098,0.171,-1,0.048,1,0.47,0.102,0.03,0.126,0,0.058,0,0.086,0.047,3.1
1J2Z,A,0.098,0.316,0.143,0.032,-0.429,0.504,0.099,0.056,0.701,0.99,0.038,0.904,0.044,0.067,3.1.2.1
3SL9,G,0.098,0.498,1,0.089,-1,0.784,0.017,0.002,0.005,0,0.055,0,0.03,0.017,3.3.3.1
3UW0,A,0.098,0.193,-1,0.054,0.143,0.319,0.101,0.045,0.136,0,0.039,0.99,0.067,0.12,3.1
5W6S,A,0.098,0.079,-1,0.021,0,0.523,0.086,0.026,0.014,0,0.016,1,0.05,0.022,3.1
1LM1,A,0.099,0.197,-1,0.028,0,0.377,0.154,0.218,0.161,0,0.024,1,0.094,0.284,4.1
3NZ2,A,0.099,1.2,1,0.106,1,0.587,0.046,0.034,1.107,0,0.106,0,0.168,0.027,3.1.2.1
4AC9,A,0.099,1.754,0,0.341,0,0.206,2.372,0.095,0.558,1,0.103,1,0.028,0.582,4.2
4N69,A,0.099,0.047,1,0.015,0.5,0.424,0.078,0.005,0.013,0,0.011,0.866,0.092,0.033,3.1
4YBU,A,0.099,0.481,-1,0.399,-1,0.223,1.469,0.096,0.207,0,0.094,0,0.015,0.806,4.2.1.2
2F3L,A,0.1,0.069,-1,0.013,-0.5,0.634,0.095,0.035,0.023,0,0.013,0.866,0.126,0.034,3.1.1.1
4M98,A,0.1,0.048,1,0.014,0.2,0.544,0.094,0.003,0.01,0,0.004,0.98,0.109,0.009,3.1
6E0V,C,0.1,0.322,-1,0.028,-0.231,0.393,0.129,0.131,0.786,0,0.03,0.973,0.138,0.132,3.1
1RU4,A,0.101,0.151,-1,0.02,-0.429,0.534,0.096,0.039,0.096,0,0.015,0.904,0.078,0.038,3.1
2WLE,B,0.101,0.022,1,0.014,0.333,0.427,0.108,0.039,0.013,0,0.007,0.943,0.079,0.043,3.1.2.1
3VBP,E,0.101,0.068,1,0.011,0.2,0.477,0.103,0.033,0.023,0,0.009,0.98,0.122,0.034,3.1
6AG8,A,0.101,1.317,-0.333,0.053,0.333,0.357,0.048,0.028,0.908,0.943,0.05,0.943,0.026,0.036,3.1.2.1
1HMS,A,0.102,0.489,0.333,0.424,1,0.279,1.937,0.029,0.186,0.943,0.21,0,0.085,0.898,4.2.1.2
2IQ7,G,0.102,0.071,-0.778,0.018,0.111,0.425,0.116,0.073,0.032,0.629,0.017,0.994,0.083,0.076,3.1
3BFP,A,0.102,0.081,1,0.01,0.6,0.5,0.103,0.057,0.048,0,0.004,0.8,0.184,0.075,3.1.2.1
6T68,B,0.102,0.271,-1,0.074,0.429,0.69,0.029,0.009,0.059,0,0.079,0.904,0.107,0.02,3.4
4H7O,A,0.103,0.049,1,0.027,0.5,0.381,0.089,0.005,0.019,0,0.021,0.866,0.087,0.037,4.6.1
6JLE,A,0.103,0.22,-1,0.119,0,0.576,0.102,0.006,0.023,0,0.159,1,0.2,0.136,3.4
3TIS,A,0.104,2.165,1,0.051,1,0.665,0.082,0.017,0.029,0,0.035,0,0.003,0.023,3.1.2.1
4BXR,A,0.104,0.821,-1,0.113,-0.778,0.483,0.117,0.092,0.598,0,0.041,0.629,0.123,0.143,3.4.2.2
1N8Y,C,0.105,0.074,0.333,0.149,-1,0.366,0.293,0.013,0.074,0.943,0.139,0,0.096,0.196,3.2
1THJ,B,0.105,1.024,0,0.06,1,0.562,0.079,0.007,0.945,1,0.05,0,0.196,0.02,3.1.2.1
2IC7,C,0.105,1.125,1,0.155,1,0.518,0.168,0.003,1.021,0,0.128,0,0.157,0.063,3.1.2.1
2IU8,A,0.105,0.044,0.778,0.013,-0.111,0.559,0.098,0.05,0.025,0.629,0.009,0.994,0.103,0.052,3.1.2.1
3B4N,A,0.105,0.554,-1,0.182,0.143,0.346,0.202,0.015,1.025,0,0.332,0.99,0.092,0.161,3.1
4AVZ,A,0.105,0.284,-0.833,0.057,-0.333,0.401,0.109,0.087,0.359,0.553,0.052,0.943,0.108,0.103,3.1
5LPH,A,0.105,0.245,0.333,0.103,-1,0.613,0.133,0.006,0.216,0.943,0.048,0,0.093,0.001,3.3.2.2
6MER,A,0.105,2.633,-1,0.145,0.333,0.728,0.103,0.006,0.118,0,0.045,0.943,0.09,0.029,5.5
3HSQ,A,0.106,0.051,0.75,0.029,0.25,0.509,0.089,0.063,0.047,0.661,0.031,0.968,0.132,0.056,3.1
3LYC,G,0.106,0.053,-1,0.021,-0.143,0.449,0.101,0.043,0.043,0,0.014,0.99,0.059,0.043,3.1
4OJU,A,0.106,0.013,0.333,0.047,1,0.551,0.045,0.004,0.003,0.943,0.036,0,0.091,0.017,3.2
